CustomerID,Gender,Age,City,Region,CustomerSegment,SignUpDate
CSTMR0055,Male,18,Istanbul,Marmara,Standard,07-21-20
CSTMR0056,Male,45,Izmir,Aegean,Premium,02-16-20
cstmr0057,Male,63,Izmir,Aegean,VIP,17/10/2021
CSTMR0058,Male,28,Antalya,Mediterranean,Standard,"Feb 22, 2022"
cstmr0059,Female,20,Istanbul,marmara,Standard,"Mar 30, 2020"
CSTMR0060,Other,47,Istanbul,Marmara,VIP,2022.05.18
CSTMR0061,Male,42,Istanbul,Marmara,Standard,05 Apr 2021
CSTMR0062,Male,60,Eskisehir,central anatolia,Premium,24 Jan 2021
cstmr0063,Female,22,Antalya,Mediterranean,Standard,"May 26, 2022"
CSTMR0064,Other,59,ANKARA,Central Anatolia,Standard,2020-05-25
CSTMR0065,Male,18,Antalya,Mediterranean,Standard,"Mar 05, 2022"
CSTMR0066,Female,54,Istanbul,Marmara,Standard,05/25/2021
CSTMR0067,Male,41,Trabzon,Black Sea,Premium,"Feb 09, 2022"
cstmr0068,FEMALE,41,Antalya,Mediterranean,Standard,03/23/2020
CSTMR0069,FEMALE,21,Izmir,Aegean,Standard,03 Feb 2020
cstmr0070,Female,44,Izmir,Aegean,Premium,2021.11.04
CSTMR0071,Male,49,Antalya,Mediterranean,Standard,2022.09.16
CSTMR0072,MALE,31,Istanbul,Marmara,Premium,07/07/2022
cstmr0073,Other,26,ISTANBUL,Marmara,Premium,"Feb 02, 2022"
CSTMR0074,Female,46,Izmir,Aegean,Premium,05/08/2022
cstmr0075,Male,18,Eskisehir,Central Anatolia,Premium,25/06/2021
CSTMR0076,Female,61,Antalya,Mediterranean,Premium,"Jun 18, 2022"
CSTMR0077,Male,39,ISTANBUL,Marmara,Standard,2020.05.05
CSTMR0078,Female,32,Istanbul,Marmara,Standard,30 Jan 2022
cstmr0079,Female,57,Istanbul,Marmara,Premium,18/06/2022
CSTMR0080,Other,28,Kocaeli,Marmara,Premium,04/02/2020
CSTMR0081,Female,45,Istanbul,Marmara,Standard,2021.11.12
CSTMR0082,Female,31,Istanbul,Marmara,Premium,20 Aug 2020
cstmr0083,Male,33,Istanbul,Marmara,Premium,"Mar 04, 2022"
CSTMR0084,Female,28,Istanbul,marmara,Standard,15/12/2020
CSTMR0085,Female,40,Adana,Mediterranean,Standard,10/29/2020
cstmr0086,Female,28,Izmir,aegean,Premium,18 Mar 2020
cstmr0087,Male,44,Kocaeli,Marmara,Standard,"Mar 16, 2022"
CSTMR0088,Female,41,Istanbul,marmara,Standard,2021-04-29
CSTMR0089,Male,19,ISTANBUL,Marmara,Premium,"Jan 25, 2020"
CSTMR0090,Male,40,KOCAELI,Marmara,Premium,2020.04.20
CSTMR0091,Female,63,Izmir,Aegean,Premium,28/02/2021
cstmr0092,Other,54,Izmir,Aegean,Premium,10-11-2020
CSTMR0093,Female,33,ISTANBUL,Marmara,Standard,"Sep 15, 2021"
cstmr0094,Male,35,Istanbul,Marmara,Standard,04-02-22
CSTMR0095,Female,47,Istanbul,Marmara,Standard,27-04-2020
CSTMR0096,Male,39,Izmir,Aegean,Standard,12-07-2020
CSTMR0097,Male,49,Istanbul,Marmara,Standard,15/02/2023
CSTMR0098,Female,28,Aydin,Aegean,Premium,19/05/2020
CSTMR0099,Male,45,Istanbul,Marmara,Standard,04/24/2022
CSTMR0100,MALE,18,Istanbul,Marmara,Standard,2020.01.10
CSTMR0101,Male,45,Istanbul,Marmara,Standard,11/24/2020
CSTMR0102,MALE,25,Kocaeli,Marmara,Premium,2023-01-23
CSTMR0103,Male,40,Istanbul,Marmara,Standard,"May 27, 2021"
CSTMR0104,Male,39,Ankara,central anatolia,Premium,22/05/2022
CSTMR0105,Male,32,Istanbul,Marmara,Standard,18 Mar 2020
CSTMR0106,Male,43,Ankara,Central Anatolia,Standard,29/03/2020
cstmr0107,Female,44,Izmir,Aegean,Standard,12/11/2022
cstmr0108,Female,41,Bursa,Marmara,Standard,03/10/2022
CSTMR0109,Male,40,Istanbul,Marmara,Standard,01/08/2021
CSTMR0110,Male,47,Istanbul,Marmara,Standard,11-04-22
CSTMR0111,Male,43,TRABZON,Black Sea,Premium,2023-01-25
CSTMR0112,Male,56,Istanbul,Marmara,Premium,14 Jul 2020
CSTMR0113,Female,33,Ankara,Central Anatolia,Standard,"Mar 28, 2023"
CSTMR0114,Male,47,Izmir,Aegean,Standard,15-01-2020
CSTMR0115,Male,47,Aydin,Aegean,Standard,04-04-20
CSTMR0116,Male,26,Aydin,Aegean,VIP,2020.03.09
CSTMR0117,Male,23,Bursa,Marmara,Standard,12-11-20
CSTMR0118,Female,29,Izmir,Aegean,Standard,15-08-2022
CSTMR0119,Male,45,Istanbul,Marmara,VIP,04-10-2022
CSTMR0120,Male,56,Aydin,Aegean,Standard,2023.02.03
CSTMR0121,Male,30,Istanbul,Marmara,Premium,09-09-22
CSTMR0122,Male,32,Kocaeli,Marmara,Standard,24-07-2022
CSTMR0123,Female,28,Ankara,Central Anatolia,Standard,"Jul 25, 2022"
CSTMR0124,Female,45,Ankara,Central Anatolia,Standard,01-20-21
CSTMR0125,Female,39,Istanbul,Marmara,Standard,02-01-22
CSTMR0126,Female,47,Kocaeli,Marmara,Standard,2021.12.10
CSTMR0127,Female,29,Istanbul,Marmara,VIP,08 Dec 2022
CSTMR0128,Female,48,Istanbul,Marmara,VIP,07 Dec 2020
cstmr0129,Female,68,Istanbul,marmara,Premium,02/08/2020
CSTMR0130,Female,38,Istanbul,Marmara,Standard,31-10-2021
CSTMR0131,Male,68,Istanbul,Marmara,Standard,12/08/2021
CSTMR0132,Female,24,Kocaeli,Marmara,Standard,2023.02.10
CSTMR0133,Female,33,Ankara,Central Anatolia,Premium,2022-03-10
CSTMR0134,Other,33,KOCAELI,Marmara,Premium,03-27-20
CSTMR0135,Male,34,Izmir,Aegean,Standard,"Mar 18, 2021"
CSTMR0136,Male,50,Istanbul,Marmara,Standard,08/01/2021
CSTMR0137,Male,48,Adana,Mediterranean,VIP,02/17/2023
CSTMR0138,FEMALE,45,Antalya,Mediterranean,Standard,2020.06.30
cstmr0139,Male,18,Eskisehir,Central Anatolia,Standard,03/25/2022
cstmr0140,Male,59,Ankara,Central Anatolia,Standard,07/12/2021
CSTMR0141,Female,22,Izmir,Aegean,VIP,2022.12.12
cstmr0142,Male,59,Ankara,Central Anatolia,Standard,08-15-21
CSTMR0143,Male,39,Bursa,Marmara,Premium,12/02/2023
CSTMR0144,Other,39,Izmir,Aegean,Standard,08 May 2021
CSTMR0145,Male,31,Istanbul,Marmara,Premium,03/15/2023
CSTMR0146,Male,28,Kocaeli,Marmara,Premium,03-02-2020
CSTMR0147,MALE,32,Istanbul,Marmara,Premium,01-27-20
CSTMR0148,Male,44,IZMIR,Aegean,Standard,"Sep 24, 2020"
CSTMR0149,Male,52,Bursa,Marmara,Standard,2021-12-02
cstmr0150,Female,41,Istanbul,Marmara,Premium,29 Mar 2022
CSTMR0151,Male,47,Aydin,Aegean,Standard,2022-01-13
CSTMR0152,Female,36,Izmir,Aegean,Standard,27 Jan 2022
cstmr0153,Male,41,ISTANBUL,Marmara,Standard,"Aug 15, 2022"
cstmr0154,Female,18,IZMIR,Aegean,Premium,13-03-2020
cstmr0155,Female,61,BURSA,Marmara,Standard,28 Nov 2022
cstmr0156,Male,37,Istanbul,marmara,Standard,04/11/2020
CSTMR0157,Male,22,Kocaeli,Marmara,Premium,"Aug 03, 2020"
CSTMR0158,Male,35,Ankara,central anatolia,VIP,08-01-2021
CSTMR0159,Male,41,Izmir,Aegean,Standard,2021-05-03
CSTMR0160,Other,46,Aydin,Aegean,Standard,"Dec 11, 2021"
cstmr0161,Female,18,Istanbul,Marmara,Standard,05/16/2020
CSTMR0162,Male,34,Bursa,Marmara,Standard,"Aug 16, 2021"
CSTMR0163,Female,54,Izmir,Aegean,Standard,28/03/2023
CSTMR0164,Male,18,Kocaeli,Marmara,Standard,10/05/2020
cstmr0165,MALE,34,Istanbul,Marmara,Premium,2021-05-11
CSTMR0166,Male,39,Aydin,Aegean,Premium,2023.03.30
cstmr0167,Female,38,Antalya,Mediterranean,Standard,11-28-22
CSTMR0168,Female,50,Istanbul,Marmara,Premium,13/11/2020
CSTMR0169,Male,32,Bursa,Marmara,Standard,01-23-21
CSTMR0170,Female,55,Bursa,Marmara,Standard,01-10-21
CSTMR0171,Male,18,IZMIR,Aegean,Premium,2023-03-09
CSTMR0172,Other,23,Istanbul,Marmara,Premium,12/10/2021
CSTMR0173,Female,47,Adana,Mediterranean,Standard,2021-07-17
cstmr0174,Male,40,Ankara,Central Anatolia,Standard,2022.06.03
cstmr0175,Male,36,Istanbul,Marmara,Standard,20-05-2021
CSTMR0176,Female,31,Istanbul,Marmara,Standard,06/12/2022
CSTMR0177,Male,45,Istanbul,Marmara,Premium,22 Feb 2021
cstmr0178,Female,67,Istanbul,marmara,Premium,06/08/2020
CSTMR0179,Male,18,ISTANBUL,Marmara,Standard,2022.07.09
CSTMR0180,Female,27,Istanbul,Marmara,Standard,12-08-2022
CSTMR0181,Male,38,Antalya,mediterranean,VIP,2022.08.30
cstmr0182,Male,30,Istanbul,Marmara,VIP,08/11/2020
CSTMR0183,MALE,60,Kocaeli,Marmara,Premium,2020-08-03
cstmr0184,Male,47,Ankara,Central Anatolia,Premium,26-03-2022
CSTMR0185,Female,50,Izmir,Aegean,Premium,25 Feb 2021
CSTMR0186,FEMALE,52,Antalya,Mediterranean,Premium,01-30-22
cstmr0187,Male,33,Ankara,Central Anatolia,Premium,03/22/2020
cstmr0188,Female,27,Kocaeli,Marmara,Standard,10/21/2020
cstmr0189,Male,45,Istanbul,Marmara,Standard,05-15-22
cstmr0190,Male,18,Ankara,Central Anatolia,Standard,2021-04-11
cstmr0191,Female,36,Izmir,Aegean,VIP,06-02-2020
CSTMR0192,Female,41,IZMIR,Aegean,Premium,31/12/2021
cstmr0193,FEMALE,35,Istanbul,Marmara,Premium,2023.02.17
CSTMR0194,Female,60,Adana,mediterranean,Premium,11 Oct 2020
CSTMR0195,Female,18,Istanbul,Marmara,Standard,2022-11-22
CSTMR0196,Female,54,Ankara,central anatolia,Standard,"Jul 23, 2021"
CSTMR0197,Male,46,Istanbul,Marmara,Premium,08-02-2020
cstmr0198,MALE,37,Istanbul,marmara,Standard,27 Feb 2023
cstmr0199,Female,43,Ankara,Central Anatolia,Standard,24/03/2020
CSTMR0200,Male,40,Adana,mediterranean,Standard,07/23/2021
CSTMR0201,Male,22,Ankara,Central Anatolia,Standard,"Jul 26, 2020"
CSTMR0202,Male,55,Istanbul,Marmara,Premium,06/03/2021
CSTMR0203,Male,45,Istanbul,Marmara,VIP,2021-11-23
CSTMR0204,Male,53,Istanbul,Marmara,Standard,10 Jun 2021
CSTMR0205,Female,42,Bursa,Marmara,Premium,10-13-22
CSTMR0206,MALE,28,Istanbul,Marmara,Standard,2021-01-20
CSTMR0207,Female,34,Istanbul,Marmara,Premium,03 Dec 2020
cstmr0208,Male,37,Istanbul,Marmara,Premium,"Dec 29, 2021"
CSTMR0209,Female,37,Istanbul,Marmara,Standard,2021.02.04
CSTMR0210,Female,31,Istanbul,Marmara,Standard,2023-01-14
cstmr0211,Female,38,Eskisehir,Central Anatolia,Standard,"Aug 11, 2021"
cstmr0212,Female,28,Istanbul,Marmara,Premium,05/20/2022
CSTMR0213,Female,42,Istanbul,Marmara,VIP,"Sep 26, 2021"
CSTMR0214,MALE,39,Istanbul,Marmara,Premium,06-07-2021
cstmr0215,Male,48,Istanbul,Marmara,Premium,09/07/2020
CSTMR0216,Female,45,Izmir,Aegean,Premium,"Jan 22, 2020"
cstmr0217,Male,58,Istanbul,Marmara,Premium,10/10/2022
CSTMR0218,Female,40,Kocaeli,Marmara,Standard,2020-05-01
CSTMR0219,Male,44,Bursa,Marmara,Standard,"Oct 14, 2020"
CSTMR0220,Female,42,Aydin,Aegean,Standard,"Oct 23, 2021"
CSTMR0221,Female,27,Bursa,Marmara,Standard,20/03/2021
cstmr0222,Other,37,Istanbul,Marmara,Standard,05-11-22
CSTMR0223,Male,42,Aydin,Aegean,Standard,06-15-21
CSTMR0224,FEMALE,50,Kocaeli,Marmara,Standard,23/02/2021
cstmr0225,Female,56,ANKARA,Central Anatolia,Standard,21/10/2020
CSTMR0226,Male,57,Eskisehir,Central Anatolia,Premium,06/13/2021
CSTMR0227,Female,42,Eskisehir,Central Anatolia,Standard,07-28-22
CSTMR0228,Female,29,Bursa,Marmara,Standard,2022-10-01
cstmr0229,Male,57,Izmir,Aegean,Standard,2023.01.12
CSTMR0230,Female,18,Bursa,Marmara,Premium,28-01-2020
cstmr0231,FEMALE,51,Istanbul,Marmara,Standard,2020-10-27
CSTMR0232,FEMALE,29,Eskisehir,Central Anatolia,Standard,21-09-2021
cstmr0233,Male,49,Bursa,Marmara,Standard,2022-08-29
CSTMR0234,Male,32,Istanbul,Marmara,Standard,"Feb 18, 2023"
CSTMR0235,Male,55,Aydin,Aegean,Standard,2020.06.04
cstmr0236,Female,40,Kocaeli,Marmara,Standard,29 Nov 2020
CSTMR0237,FEMALE,36,ANTALYA,Mediterranean,Standard,04-16-22
cstmr0238,Other,25,Izmir,Aegean,VIP,2020.10.02
CSTMR0239,Male,48,Bursa,marmara,Standard,2021-05-09
cstmr0240,Female,42,Kocaeli,Marmara,Standard,30-05-2020
CSTMR0241,Male,26,Izmir,Aegean,Standard,2020.05.08
CSTMR0242,Female,45,Istanbul,Marmara,Premium,"Mar 26, 2020"
cstmr0243,Male,37,Istanbul,Marmara,Premium,2023-03-14
CSTMR0244,Male,40,Ankara,Central Anatolia,Premium,"Sep 13, 2022"
CSTMR0245,Male,25,Izmir,Aegean,Standard,2022.12.12
cstmr0246,Male,46,Istanbul,Marmara,Standard,10/06/2022
CSTMR0247,Male,33,Istanbul,marmara,Standard,"Aug 28, 2022"
cstmr0248,Male,40,ISTANBUL,marmara,Premium,19 Jan 2020
cstmr0249,Male,34,Ankara,Central Anatolia,Standard,01 Apr 2022
CSTMR0250,Male,54,Izmir,Aegean,Standard,12-11-21
CSTMR0251,Female,64,Kocaeli,Marmara,Standard,17 Oct 2020
CSTMR0252,MALE,51,Izmir,Aegean,Standard,"Aug 31, 2022"
CSTMR0253,Male,49,Kocaeli,Marmara,Premium,29/03/2021
CSTMR0254,Female,34,Istanbul,Marmara,Standard,03-02-23
cstmr0255,Male,65,Ankara,Central Anatolia,Standard,05-12-21
CSTMR0256,Female,46,Ankara,central anatolia,Premium,"Sep 10, 2021"
CSTMR0257,Male,34,Antalya,Mediterranean,Standard,2020.11.19
CSTMR0258,Female,42,Istanbul,Marmara,Standard,08/21/2022
CSTMR0259,Female,49,Kocaeli,Marmara,Premium,13 Mar 2023
CSTMR0260,Female,30,Bursa,Marmara,Standard,08/11/2021
cstmr0261,Female,44,Istanbul,Marmara,Standard,27 Jun 2022
cstmr0262,Female,26,Ankara,Central Anatolia,VIP,20/03/2021
cstmr0263,Male,54,Izmir,Aegean,Premium,2021.07.12
CSTMR0264,Male,37,Ankara,Central Anatolia,Premium,"Dec 26, 2021"
cstmr0265,Male,25,Bursa,marmara,Standard,11/12/2021
CSTMR0266,Male,43,Istanbul,Marmara,Premium,02/19/2020
cstmr0267,Female,50,Ankara,central anatolia,Standard,"Sep 19, 2022"
CSTMR0268,Male,44,Istanbul,Marmara,Standard,2023.02.05
CSTMR0269,Female,52,Kocaeli,Marmara,Premium,2021.10.11
CSTMR0270,Other,57,Istanbul,Marmara,Standard,07-09-22
cstmr0271,Male,28,Bursa,Marmara,Standard,05 Apr 2023
CSTMR0272,Female,57,Istanbul,Marmara,Premium,28/10/2020
cstmr0273,MALE,18,Istanbul,Marmara,Standard,01-13-22
CSTMR0274,Female,44,BURSA,Marmara,Standard,"Dec 29, 2022"
CSTMR0275,Male,28,Ankara,Central Anatolia,Premium,06-08-20
CSTMR0276,Female,38,Izmir,Aegean,Standard,2022-10-10
cstmr0277,Female,20,Trabzon,Black Sea,Standard,"Apr 25, 2020"
CSTMR0278,Male,22,Antalya,Mediterranean,Standard,13 Oct 2020
cstmr0279,Female,19,Ankara,Central Anatolia,Premium,2022.11.01
cstmr0280,FEMALE,18,Ankara,Central Anatolia,VIP,2020-08-24
CSTMR0281,Male,28,Izmir,Aegean,Standard,01/12/2023
CSTMR0282,Male,47,Ankara,Central Anatolia,Standard,30 Mar 2023
cstmr0283,Female,34,Istanbul,Marmara,VIP,"Dec 26, 2020"
CSTMR0284,Female,33,Izmir,Aegean,Standard,14/04/2022
CSTMR0285,Other,42,Eskisehir,Central Anatolia,Premium,2020-05-22
CSTMR0286,Female,67,Istanbul,Marmara,Premium,14/07/2021
cstmr0287,FEMALE,49,Ankara,Central Anatolia,Standard,05-13-20
CSTMR0288,Female,34,Ankara,Central Anatolia,Standard,2021-02-02
cstmr0289,MALE,25,Adana,Mediterranean,Standard,22/09/2020
CSTMR0290,Male,53,Ankara,Central Anatolia,Standard,06/12/2020
cstmr0291,Female,41,Ankara,Central Anatolia,Standard,14-02-2023
CSTMR0292,Other,36,Kocaeli,Marmara,Standard,"Jan 07, 2023"
cstmr0293,Male,37,Istanbul,Marmara,Standard,"Apr 25, 2022"
cstmr0294,Female,43,Ankara,Central Anatolia,Premium,02 Nov 2021
CSTMR0295,Female,26,Istanbul,Marmara,Standard,2022-02-16
cstmr0296,FEMALE,43,Ankara,Central Anatolia,Standard,15/12/2022
CSTMR0297,Female,29,Istanbul,Marmara,Standard,02-03-21
cstmr0298,Female,48,Trabzon,Black Sea,Standard,"Feb 23, 2022"
CSTMR0299,Male,43,Ankara,Central Anatolia,Standard,"Dec 22, 2022"
cstmr0300,Female,25,Izmir,Aegean,Standard,04-27-21
CSTMR0301,Female,44,ANKARA,Central Anatolia,Standard,05/24/2021
CSTMR0302,Female,47,Bursa,Marmara,Premium,11/01/2022
CSTMR0303,Male,39,Istanbul,Marmara,Premium,"Jul 31, 2020"
cstmr0304,Female,24,Istanbul,Marmara,Standard,21 Jun 2020
CSTMR0305,Female,47,Kocaeli,Marmara,Standard,"Jul 01, 2020"
CSTMR0306,Male,22,Ankara,Central Anatolia,Standard,2021.09.15
CSTMR0307,Male,21,Bursa,Marmara,Standard,21-01-2020
CSTMR0308,Female,18,Istanbul,Marmara,Premium,02/17/2023
CSTMR0309,Female,18,Ankara,Central Anatolia,Premium,2020-08-19
cstmr0310,Male,33,Izmir,Aegean,Premium,26/12/2021
CSTMR0311,Male,38,Istanbul,Marmara,Premium,07-28-22
cstmr0312,Male,28,Istanbul,Marmara,Standard,27 Mar 2020
cstmr0313,Male,21,Istanbul,marmara,Premium,02/02/2021
CSTMR0314,Female,26,Bursa,Marmara,Premium,2021.03.17
cstmr0315,Male,28,Istanbul,Marmara,Premium,2022.09.18
CSTMR0316,Male,48,Ankara,Central Anatolia,Standard,12-25-20
CSTMR0317,Male,34,Izmir,Aegean,Standard,17-06-2020
CSTMR0318,Female,34,Eskisehir,Central Anatolia,Standard,2020.05.28
CSTMR0319,Female,37,Antalya,Mediterranean,Standard,06-10-22
CSTMR0320,Female,25,Istanbul,Marmara,Standard,01-07-2020
CSTMR0321,Male,18,Istanbul,Marmara,Premium,02/17/2021
cstmr0322,Male,49,Kocaeli,Marmara,Standard,22/04/2020
cstmr0323,FEMALE,41,Ankara,Central Anatolia,Premium,07/31/2022
CSTMR0324,Male,41,Bursa,Marmara,Premium,10-28-20
CSTMR0325,Female,25,Kocaeli,Marmara,Standard,22/08/2020
CSTMR0326,Female,44,Aydin,Aegean,Premium,02-08-22
CSTMR0327,Female,31,Kocaeli,Marmara,Standard,03/28/2020
cstmr0328,Male,45,Ankara,Central Anatolia,Standard,"Nov 26, 2021"
CSTMR0329,Female,50,BURSA,Marmara,Standard,"May 15, 2020"
CSTMR0330,Other,40,Istanbul,Marmara,Standard,05/29/2021
CSTMR0331,MALE,53,Istanbul,Marmara,Premium,2022.10.30
CSTMR0332,Female,32,Izmir,Aegean,Premium,2022.12.25
CSTMR0333,Male,36,Ankara,Central Anatolia,Standard,19/07/2021
CSTMR0334,Female,38,Ankara,Central Anatolia,Standard,09/11/2022
CSTMR0335,Female,46,Trabzon,Black Sea,Premium,"May 11, 2020"
CSTMR0336,Male,33,Ankara,Central Anatolia,Standard,10-10-2022
CSTMR0337,Female,58,Istanbul,Marmara,Standard,02/07/2020
cstmr0338,Male,28,Bursa,Marmara,Standard,29-09-2020
CSTMR0339,MALE,31,Izmir,Aegean,Standard,14/12/2022
CSTMR0340,Male,40,Kocaeli,Marmara,Standard,16-08-2021
CSTMR0341,Female,51,Istanbul,Marmara,Premium,10-25-21
cstmr0342,Male,20,Aydin,Aegean,Standard,2022-07-15
CSTMR0343,Female,27,Aydin,Aegean,Standard,"Apr 25, 2021"
CSTMR0344,Male,34,Izmir,Aegean,Premium,"Feb 01, 2022"
CSTMR0345,Male,27,Izmir,Aegean,Standard,10-21-21
cstmr0346,Male,31,Bursa,Marmara,Premium,18/03/2020
CSTMR0347,Male,42,Istanbul,Marmara,Premium,09/10/2020
CSTMR0348,Male,38,Antalya,Mediterranean,Standard,07/16/2021
CSTMR0349,Female,50,Ankara,Central Anatolia,VIP,2020.02.18
cstmr0350,Male,35,Aydin,Aegean,Standard,29 Sep 2021
cstmr0351,Male,57,Ankara,Central Anatolia,Standard,11-16-21
cstmr0352,Male,32,Ankara,central anatolia,Standard,11 Sep 2022
cstmr0353,Female,36,Istanbul,Marmara,Premium,11 Jun 2020
cstmr0354,Female,35,Adana,Mediterranean,Standard,07/23/2020
CSTMR0355,Female,50,Istanbul,Marmara,Standard,20/11/2021
CSTMR0356,Male,62,Eskisehir,Central Anatolia,VIP,"Nov 02, 2021"
CSTMR0357,Male,46,Istanbul,Marmara,Premium,05/06/2021
CSTMR0358,Female,39,Kocaeli,Marmara,Premium,01-21-20
cstmr0359,Male,41,BURSA,Marmara,Standard,05-02-22
CSTMR0360,Female,21,Istanbul,marmara,Standard,"Sep 20, 2021"
CSTMR0361,Male,40,Kocaeli,Marmara,Premium,26/07/2021
cstmr0362,Male,51,Istanbul,Marmara,Standard,25/06/2020
CSTMR0363,Male,25,Istanbul,Marmara,Premium,22/01/2020
CSTMR0364,Male,18,Bursa,Marmara,Standard,10 Mar 2021
CSTMR0365,Female,38,Ankara,Central Anatolia,Premium,2021-09-02
CSTMR0366,Male,29,Istanbul,Marmara,Standard,01/25/2021
cstmr0367,Male,47,Istanbul,Marmara,Premium,13/01/2022
cstmr0368,Male,47,Ankara,Central Anatolia,Premium,2022.09.27
cstmr0369,Male,59,Istanbul,Marmara,Standard,03/12/2022
CSTMR0370,Female,62,Istanbul,Marmara,Standard,23/08/2021
CSTMR0371,FEMALE,21,Istanbul,Marmara,Premium,"Jan 08, 2020"
CSTMR0372,Male,34,Izmir,Aegean,Standard,31-12-2022
CSTMR0373,Male,38,Istanbul,Marmara,Standard,"Apr 12, 2021"
CSTMR0374,Male,48,Izmir,Aegean,Standard,2022.05.26
CSTMR0375,Female,31,Eskisehir,Central Anatolia,Standard,11/18/2021
CSTMR0376,Female,31,Izmir,Aegean,Premium,2021.06.27
cstmr0377,FEMALE,25,Aydin,Aegean,Premium,31-03-2023
cstmr0378,Female,37,Bursa,Marmara,Premium,2020.09.03
cstmr0379,Female,31,Bursa,Marmara,Premium,14/08/2020
CSTMR0380,Male,44,Ankara,Central Anatolia,Standard,2021.10.07
CSTMR0381,Female,53,Bursa,Marmara,Premium,12/25/2021
CSTMR0382,Female,36,ANKARA,Central Anatolia,Standard,12/09/2022
CSTMR0383,Female,40,Bursa,Marmara,Standard,29/06/2021
CSTMR0384,Female,32,Ankara,Central Anatolia,Standard,10/08/2022
cstmr0385,Female,47,ANKARA,Central Anatolia,Premium,"Jul 19, 2022"
CSTMR0386,Male,45,ISTANBUL,Marmara,Standard,2021-04-27
CSTMR0387,Female,41,Istanbul,Marmara,Standard,2022-08-25
