Quantity,UnitCost,UnitPrice,DiscountRate,IsReturned,ReturnTime,OrderID,ProductID,OrderReturned,ReturnDate,Year_ReturnDate,Month_ReturnDate,MonthName_ReturnDate,ReturnReason,TotalCost,Revenue,Profit
2,2.39,3.4,0.25,0,0:00:00,ORD00005,PRDCT0014,No,NULL,NULL,NULL,NULL,NULL,4.78,5.1,0.32
2,4.17,5.31,0,0,0:00:00,ORD00006,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,8.34,10.62,2.28
12,4.99,8.19,0,0,0:00:00,ORD00006,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,59.88,98.28,38.4
1,3.17,4.96,0,0,0:00:00,ORD00006,PRDCT0025,No,NULL,NULL,NULL,NULL,NULL,3.17,4.96,1.79
2,20.04,30.45,0.3,0,0:00:00,ORD00007,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,40.08,42.63,2.55
2,4.58,5.84,0.4,0,0:00:00,ORD00007,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,9.16,7.008,-2.152
1,2.84,3.6,0.4,0,0:00:00,ORD00007,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,2.84,2.16,-0.68
2,6.47,8.56,0.2,0,0:00:00,ORD00007,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,12.94,13.696,0.756
1,2.69,3.63,0.4,0,0:00:00,ORD00007,PRDCT0046,No,NULL,NULL,NULL,NULL,NULL,2.69,2.178,-0.512
3,9.5,14.74,0.15,0,0:00:00,ORD00008,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,28.5,37.587,9.087
1,15.49,23.92,0,0,0:00:00,ORD00008,PRDCT0076,No,NULL,NULL,NULL,NULL,NULL,15.49,23.92,8.43
2,4.17,5.31,0,0,0:00:00,ORD00009,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,8.34,10.62,2.28
1,16.52,23.44,0,0,0:00:00,ORD00009,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,16.52,23.44,6.92
1,18.22,27.68,0,0,0:00:00,ORD00009,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,18.22,27.68,9.46
2,9.65,15.29,0,0,0:00:00,ORD00010,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,19.3,30.58,11.28
2,4.12,6.76,0.05,0,0:00:00,ORD00010,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,8.24,12.844,4.604
1,9.17,11.56,0,0,0:00:00,ORD00010,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,9.17,11.56,2.39
1,4.36,6.67,0,0,0:00:00,ORD00011,PRDCT0075,No,NULL,NULL,NULL,NULL,NULL,4.36,6.67,2.31
1,14.41,19.17,0,0,0:00:00,ORD00011,PRDCT0079,No,NULL,NULL,NULL,NULL,NULL,14.41,19.17,4.76
3,4.04,5.62,0.1,0,0:00:00,ORD00011,PRDCT0085,No,NULL,NULL,NULL,NULL,NULL,12.12,15.174,3.054
1,6.36,8.78,0.1,0,0:00:00,ORD00011,PRDCT0041,No,NULL,NULL,NULL,NULL,NULL,6.36,7.902,1.542
2,12.84,20.35,0,0,0:00:00,ORD00012,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,25.68,40.7,15.02
18,1.35,2.11,0,1,22:56:54,ORD00012,PRDCT0029,Yes,6/9/2025,2025,6,June,Molded/Rotten,24.3,37.98,13.68
1,20.04,30.45,0,0,0:00:00,ORD00012,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,20.04,30.45,10.41
1,3.5,4.98,0,0,0:00:00,ORD00013,PRDCT0014,No,NULL,NULL,NULL,NULL,NULL,3.5,4.98,1.48
1,13.56,21.3,0,0,0:00:00,ORD00013,PRDCT0008,No,NULL,NULL,NULL,NULL,NULL,13.56,21.3,7.74
2,5.8,9.15,0.1,1,8:11:28,ORD00013,PRDCT0016,Yes,6/8/2025,2025,6,June,Expired Date,11.6,16.47,4.87
2,4.17,6.47,0,0,0:00:00,ORD00014,PRDCT0066,No,NULL,NULL,NULL,NULL,NULL,8.34,12.94,4.6
2,10.58,16.34,0,0,0:00:00,ORD00014,PRDCT0076,No,NULL,NULL,NULL,NULL,NULL,21.16,32.68,11.52
2,11.11,17.08,0,0,0:00:00,ORD00014,PRDCT0071,No,NULL,NULL,NULL,NULL,NULL,22.22,34.16,11.94
1,2.23,3.62,0.1,0,0:00:00,ORD00015,PRDCT0055,No,NULL,NULL,NULL,NULL,NULL,2.23,3.258,1.028
2,3.39,4.95,0,0,0:00:00,ORD00015,PRDCT0049,No,NULL,NULL,NULL,NULL,NULL,6.78,9.9,3.12
3,9.26,13.66,0.05,0,0:00:00,ORD00015,PRDCT0089,No,NULL,NULL,NULL,NULL,NULL,27.78,38.931,11.151
2,9.65,15.29,0,0,0:00:00,ORD00016,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,19.3,30.58,11.28
3,13.65,19.37,0.05,0,0:00:00,ORD00016,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,40.95,55.2045,14.2545
3,1.01,1.58,0,0,0:00:00,ORD00016,PRDCT0029,No,NULL,NULL,NULL,NULL,NULL,3.03,4.74,1.71
2,12.33,19.37,0,0,0:00:00,ORD00017,PRDCT0008,No,NULL,NULL,NULL,NULL,NULL,24.66,38.74,14.08
1,1.42,1.85,0,1,9:21:35,ORD00018,PRDCT0037,Yes,3/20/2023,2023,3,March,Damaged Can,1.42,1.85,0.43
3,4.57,7.34,0,0,0:00:00,ORD00018,PRDCT0091,No,NULL,NULL,NULL,NULL,NULL,13.71,22.02,8.31
2,9.17,11.56,0,0,0:00:00,ORD00019,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,18.34,23.12,4.78
1,15.06,22.88,0,0,0:00:00,ORD00019,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,15.06,22.88,7.82
3,1.65,2.36,0.15,0,0:00:00,ORD00020,PRDCT0021,No,NULL,NULL,NULL,NULL,NULL,4.95,6.018,1.068
3,3.75,6.05,0,0,0:00:00,ORD00020,PRDCT0019,No,NULL,NULL,NULL,NULL,NULL,11.25,18.15,6.9
1,5.77,9.19,0,0,0:00:00,ORD00020,PRDCT0011,No,NULL,NULL,NULL,NULL,NULL,5.77,9.19,3.42
2,2.46,3.35,0,0,0:00:00,ORD00020,PRDCT0023,No,NULL,NULL,NULL,NULL,NULL,4.92,6.7,1.78
1,7.88,10.85,0,0,0:00:00,ORD00020,PRDCT0081,No,NULL,NULL,NULL,NULL,NULL,7.88,10.85,2.97
2,7.38,12.24,0,0,0:00:00,ORD00021,PRDCT0086,No,NULL,NULL,NULL,NULL,NULL,14.76,24.48,9.72
1,21.77,33.89,0,0,0:00:00,ORD00021,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,21.77,33.89,12.12
3,4.79,7.56,0.15,1,0:24:01,ORD00022,PRDCT0016,Yes,9/13/2023,2023,9,September,Wrong Item Sent,14.37,19.278,4.908
2,7.78,9.98,0.1,0,0:00:00,ORD00023,PRDCT0061,No,NULL,NULL,NULL,NULL,NULL,15.56,17.964,2.404
2,5.9,9.15,0,0,0:00:00,ORD00023,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,11.8,18.3,6.5
1,8.94,14.24,0,0,0:00:00,ORD00023,PRDCT0090,No,NULL,NULL,NULL,NULL,NULL,8.94,14.24,5.3
1,1.22,1.92,0,0,0:00:00,ORD00024,PRDCT0029,No,NULL,NULL,NULL,NULL,NULL,1.22,1.92,0.7
3,2.4,3.41,0,0,0:00:00,ORD00024,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,7.2,10.23,3.03
2,4.17,5.31,0,0,0:00:00,ORD00024,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,8.34,10.62,2.28
1,20.36,25.77,0,0,0:00:00,ORD00024,PRDCT0001,No,NULL,NULL,NULL,NULL,NULL,20.36,25.77,5.41
1,11.1,13.99,0,1,11:52:38,ORD00024,PRDCT0006,Yes,8/24/2024,2024,8,August,Spoiled/Expired,11.1,13.99,2.89
4,4.73,6.76,0.1,0,0:00:00,ORD00024,PRDCT0048,No,NULL,NULL,NULL,NULL,NULL,18.92,24.336,5.416
1,4.77,7.6,0,0,0:00:00,ORD00025,PRDCT0011,No,NULL,NULL,NULL,NULL,NULL,4.77,7.6,2.83
1,10.71,13.85,0,1,21:10:21,ORD00025,PRDCT0004,Yes,3/8/2023,2023,3,March,Wrong Item Sent,10.71,13.85,3.14
2,1.82,2.49,0,0,0:00:00,ORD00026,PRDCT0051,No,NULL,NULL,NULL,NULL,NULL,3.64,4.98,1.34
1,3.13,4.95,0.15,0,0:00:00,ORD00026,PRDCT0056,No,NULL,NULL,NULL,NULL,NULL,3.13,4.2075,1.0775
1,2.45,3.3,0.05,0,0:00:00,ORD00027,PRDCT0046,No,NULL,NULL,NULL,NULL,NULL,2.45,3.135,0.685
2,5.7,8.94,0,0,0:00:00,ORD00027,PRDCT0059,No,NULL,NULL,NULL,NULL,NULL,11.4,17.88,6.48
2,1.09,1.64,0,0,0:00:00,ORD00028,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,2.18,3.28,1.1
1,26.34,41.01,0,0,0:00:00,ORD00028,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,26.34,41.01,14.67
1,11.78,15.24,0,0,0:00:00,ORD00028,PRDCT0004,No,NULL,NULL,NULL,NULL,NULL,11.78,15.24,3.46
2,3.63,5.39,0,0,0:00:00,ORD00028,PRDCT0012,No,NULL,NULL,NULL,NULL,NULL,7.26,10.78,3.52
1,7.16,9.86,0,0,0:00:00,ORD00029,PRDCT0081,No,NULL,NULL,NULL,NULL,NULL,7.16,9.86,2.7
3,5.04,7.83,0,0,0:00:00,ORD00029,PRDCT0066,No,NULL,NULL,NULL,NULL,NULL,15.12,23.49,8.37
25,7.85,12.18,0,0,0:00:00,ORD00029,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,196.25,304.5,108.25
1,2.9,4.12,0.15,0,0:00:00,ORD00030,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,2.9,3.502,0.602
2,19.99,28.36,0,0,0:00:00,ORD00030,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,39.98,56.72,16.74
1,2.71,3.69,0,0,0:00:00,ORD00030,PRDCT0023,No,NULL,NULL,NULL,NULL,NULL,2.71,3.69,0.98
2,1.82,2.59,0.05,0,0:00:00,ORD00030,PRDCT0021,No,NULL,NULL,NULL,NULL,NULL,3.64,4.921,1.281
4,24.64,31.18,0,1,7:51:34,ORD00031,PRDCT0001,Yes,5/13/2026,2026,5,May,Spoiled/Expired,98.56,124.72,26.16
3,7.15,9.18,0,1,23:51:34,ORD00031,PRDCT0027,Yes,11/5/2026,2026,11,November,Bruised/Damaged,21.45,27.54,6.09
4,3.12,3.96,0.1,0,0:00:00,ORD00031,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,12.48,14.256,1.776
1,19.79,30.81,0,0,0:00:00,ORD00032,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,19.79,30.81,11.02
1,13.69,20.8,0,0,0:00:00,ORD00032,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,13.69,20.8,7.11
2,4.42,5.85,0,0,0:00:00,ORD00032,PRDCT0026,No,NULL,NULL,NULL,NULL,NULL,8.84,11.7,2.86
4,1.2,1.8,0.05,0,0:00:00,ORD00033,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,4.8,6.84,2.04
2,12.21,15.39,0,0,0:00:00,ORD00033,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,24.42,30.78,6.36
2,12.84,20.35,0.05,0,0:00:00,ORD00033,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,25.68,38.665,12.985
2,6.5,8.35,0.05,0,0:00:00,ORD00033,PRDCT0027,No,NULL,NULL,NULL,NULL,NULL,13,15.865,2.865
1,5.24,8.36,0,0,0:00:00,ORD00034,PRDCT0011,No,NULL,NULL,NULL,NULL,NULL,5.24,8.36,3.12
3,2.24,3.05,0,0,0:00:00,ORD00034,PRDCT0023,No,NULL,NULL,NULL,NULL,NULL,6.72,9.15,2.43
3,4.17,5.31,0,0,0:00:00,ORD00034,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,12.51,15.93,3.42
2,6.55,9.76,0,0,0:00:00,ORD00035,PRDCT0032,No,NULL,NULL,NULL,NULL,NULL,13.1,19.52,6.42
3,5.93,9.26,0,0,0:00:00,ORD00035,PRDCT0036,No,NULL,NULL,NULL,NULL,NULL,17.79,27.78,9.99
3,5.72,8.18,0,0,0:00:00,ORD00035,PRDCT0048,No,NULL,NULL,NULL,NULL,NULL,17.16,24.54,7.38
1,1.11,1.74,0,0,0:00:00,ORD00036,PRDCT0029,No,NULL,NULL,NULL,NULL,NULL,1.11,1.74,0.63
2,4.33,5.95,0.05,0,0:00:00,ORD00036,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,8.66,11.305,2.645
2,2.35,2.98,0,0,0:00:00,ORD00037,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,4.7,5.96,1.26
11,2.18,3.1,0,0,0:00:00,ORD00037,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,23.98,34.1,10.12
2,2.61,4.2,0,0,0:00:00,ORD00037,PRDCT0040,No,NULL,NULL,NULL,NULL,NULL,5.22,8.4,3.18
1,3.61,5.51,0.15,0,0:00:00,ORD00038,PRDCT0075,No,NULL,NULL,NULL,NULL,NULL,3.61,4.6835,1.0735
1,4,5.93,0.15,1,23:18:53,ORD00039,PRDCT0012,Yes,10/23/2025,2025,10,October,Customer Changed Mind,4,5.0405,1.0405
2,3.75,6.05,0,0,0:00:00,ORD00039,PRDCT0019,No,NULL,NULL,NULL,NULL,NULL,7.5,12.1,4.6
4,12.21,15.39,0,0,0:00:00,ORD00039,PRDCT0006,No,NULL,NULL,NULL,NULL,NULL,48.84,61.56,12.72
4,10.83,14.4,0.1,0,0:00:00,ORD00040,PRDCT0079,No,NULL,NULL,NULL,NULL,NULL,43.32,51.84,8.52
3,7.14,11.07,0.05,0,0:00:00,ORD00040,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,21.42,31.5495,10.1295
5,5.19,8.54,0,0,0:00:00,ORD00040,PRDCT0073,No,NULL,NULL,NULL,NULL,NULL,25.95,42.7,16.75
1,3.79,4.94,0,0,0:00:00,ORD00040,PRDCT0083,No,NULL,NULL,NULL,NULL,NULL,3.79,4.94,1.15
3,9.26,13.66,0,0,0:00:00,ORD00040,PRDCT0089,No,NULL,NULL,NULL,NULL,NULL,27.78,40.98,13.2
2,12.22,18.79,0,0,0:00:00,ORD00040,PRDCT0071,No,NULL,NULL,NULL,NULL,NULL,24.44,37.58,13.14
1,9.41,12.08,0,0,0:00:00,ORD00040,PRDCT0061,No,NULL,NULL,NULL,NULL,NULL,9.41,12.08,2.67
3,3.79,5.05,0,0,0:00:00,ORD00041,PRDCT0054,No,NULL,NULL,NULL,NULL,NULL,11.37,15.15,3.78
2,3.67,5.11,0,1,2:45:50,ORD00042,PRDCT0085,Yes,1/15/2025,2025,1,January,Leaking Chemical,7.34,10.22,2.88
1,9.82,16.3,0,0,0:00:00,ORD00042,PRDCT0086,No,NULL,NULL,NULL,NULL,NULL,9.82,16.3,6.48
1,9.4,14.23,0,0,0:00:00,ORD00042,PRDCT0072,No,NULL,NULL,NULL,NULL,NULL,9.4,14.23,4.83
2,0.92,1.44,0,0,0:00:00,ORD00043,PRDCT0029,No,NULL,NULL,NULL,NULL,NULL,1.84,2.88,1.04
1,3.13,3.99,0,0,0:00:00,ORD00043,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,3.13,3.99,0.86
3,18.56,25.03,0,0,0:00:00,ORD00043,PRDCT0005,No,NULL,NULL,NULL,NULL,NULL,55.68,75.09,19.41
1,4.54,7.44,0,0,0:00:00,ORD00044,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,4.54,7.44,2.9
2,3.1,5,0,0,0:00:00,ORD00044,PRDCT0019,No,NULL,NULL,NULL,NULL,NULL,6.2,10,3.8
2,8.07,10.6,0,0,0:00:00,ORD00044,PRDCT0018,No,NULL,NULL,NULL,NULL,NULL,16.14,21.2,5.06
1,0.99,1.49,0,0,0:00:00,ORD00045,PRDCT0030,No,NULL,NULL,NULL,NULL,NULL,0.99,1.49,0.5
1,4.79,7.56,0,0,0:00:00,ORD00045,PRDCT0016,No,NULL,NULL,NULL,NULL,NULL,4.79,7.56,2.77
2,24.65,34.24,0,0,0:00:00,ORD00045,PRDCT0002,No,NULL,NULL,NULL,NULL,NULL,49.3,68.48,19.18
2,6.23,8.41,0,0,0:00:00,ORD00045,PRDCT0069,No,NULL,NULL,NULL,NULL,NULL,12.46,16.82,4.36
1,1.35,2.11,0,0,0:00:00,ORD00046,PRDCT0029,No,NULL,NULL,NULL,NULL,NULL,1.35,2.11,0.76
2,10.37,14.8,0,0,0:00:00,ORD00047,PRDCT0074,No,NULL,NULL,NULL,NULL,NULL,20.74,29.6,8.86
3,2.45,3.67,0,0,0:00:00,ORD00047,PRDCT0067,No,NULL,NULL,NULL,NULL,NULL,7.35,11.01,3.66
2,7.85,12.18,0,0,0:00:00,ORD00047,PRDCT0087,No,NULL,NULL,NULL,NULL,NULL,15.7,24.36,8.66
2,3.55,5.18,0,0,0:00:00,ORD00047,PRDCT0063,No,NULL,NULL,NULL,NULL,NULL,7.1,10.36,3.26
1,11.9,18.95,0,0,0:00:00,ORD00047,PRDCT0090,No,NULL,NULL,NULL,NULL,NULL,11.9,18.95,7.05
8,3.17,4.96,0,1,12:14:42,ORD00047,PRDCT0025,Yes,4/12/2024,2024,4,April,Unripe Product,25.36,39.68,14.32
14,11.1,16.69,0.15,0,0:00:00,ORD00048,PRDCT0068,No,NULL,NULL,NULL,NULL,NULL,155.4,198.611,43.211
1,15.02,23.16,0.4,0,0:00:00,ORD00048,PRDCT0078,No,NULL,NULL,NULL,NULL,NULL,15.02,13.896,-1.124
2,3.91,5.7,0.25,0,0:00:00,ORD00048,PRDCT0063,No,NULL,NULL,NULL,NULL,NULL,7.82,8.55,0.73
17,10.98,15.52,0.2,0,0:00:00,ORD00048,PRDCT0082,No,NULL,NULL,NULL,NULL,NULL,186.66,211.072,24.412
1,7.57,10.69,0.05,0,0:00:00,ORD00049,PRDCT0060,No,NULL,NULL,NULL,NULL,NULL,7.57,10.1555,2.5855
2,2.97,4.86,0,0,0:00:00,ORD00049,PRDCT0042,No,NULL,NULL,NULL,NULL,NULL,5.94,9.72,3.78
2,6.27,9.84,0,0,0:00:00,ORD00049,PRDCT0059,No,NULL,NULL,NULL,NULL,NULL,12.54,19.68,7.14
1,1.82,2.49,0,0,0:00:00,ORD00049,PRDCT0051,No,NULL,NULL,NULL,NULL,NULL,1.82,2.49,0.67
2,5.96,8.87,0,0,0:00:00,ORD00049,PRDCT0032,No,NULL,NULL,NULL,NULL,NULL,11.92,17.74,5.82
2,3.79,4.83,0,0,0:00:00,ORD00050,PRDCT0028,No,NULL,NULL,NULL,NULL,NULL,7.58,9.66,2.08
4,2.6,3.92,0.1,0,0:00:00,ORD00051,PRDCT0043,No,NULL,NULL,NULL,NULL,NULL,10.4,14.112,3.712
3,4.78,6.59,0,1,19:36:50,ORD00051,PRDCT0041,Yes,8/12/2023,2023,8,August,Stale/Hard,14.34,19.77,5.43
1,2.23,3,0.1,0,0:00:00,ORD00051,PRDCT0046,No,NULL,NULL,NULL,NULL,NULL,2.23,2.7,0.47
2,2.35,2.98,0,0,0:00:00,ORD00051,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,4.7,5.96,1.26
2,1.5,2.14,0.05,0,0:00:00,ORD00052,PRDCT0021,No,NULL,NULL,NULL,NULL,NULL,3,4.066,1.066
24,11.67,18.5,0,0,0:00:00,ORD00052,PRDCT0003,No,NULL,NULL,NULL,NULL,NULL,280.08,444,163.92
4,16.52,23.44,0,0,0:00:00,ORD00052,PRDCT0009,No,NULL,NULL,NULL,NULL,NULL,66.08,93.76,27.68
3,3.63,5.39,0,0,0:00:00,ORD00052,PRDCT0012,No,NULL,NULL,NULL,NULL,NULL,10.89,16.17,5.28
2,3.17,4.96,0,0,0:00:00,ORD00052,PRDCT0025,No,NULL,NULL,NULL,NULL,NULL,6.34,9.92,3.58
1,2.15,3.24,0,0,0:00:00,ORD00053,PRDCT0043,No,NULL,NULL,NULL,NULL,NULL,2.15,3.24,1.09
2,4.67,6.79,0,0,0:00:00,ORD00053,PRDCT0020,No,NULL,NULL,NULL,NULL,NULL,9.34,13.58,4.24
1,9.26,14.55,0,0,0:00:00,ORD00054,PRDCT0008,No,NULL,NULL,NULL,NULL,NULL,9.26,14.55,5.29
1,28.97,45.11,0,0,0:00:00,ORD00055,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,28.97,45.11,16.14
2,9.77,12.83,0,0,0:00:00,ORD00055,PRDCT0018,No,NULL,NULL,NULL,NULL,NULL,19.54,25.66,6.12
4,6.5,8.35,0,0,0:00:00,ORD00055,PRDCT0027,No,NULL,NULL,NULL,NULL,NULL,26,33.4,7.4
1,5.49,9,0,0,0:00:00,ORD00055,PRDCT0015,No,NULL,NULL,NULL,NULL,NULL,5.49,9,3.51
1,6.84,9.94,0,0,0:00:00,ORD00055,PRDCT0020,No,NULL,NULL,NULL,NULL,NULL,6.84,9.94,3.1
1,2.23,2.8,0.05,0,0:00:00,ORD00055,PRDCT0035,No,NULL,NULL,NULL,NULL,NULL,2.23,2.66,0.43
2,5.74,7.54,0,0,0:00:00,ORD00056,PRDCT0057,No,NULL,NULL,NULL,NULL,NULL,11.48,15.08,3.6
1,3.58,4.92,0,0,0:00:00,ORD00056,PRDCT0044,No,NULL,NULL,NULL,NULL,NULL,3.58,4.92,1.34
1,3.85,5.55,0,0,0:00:00,ORD00056,PRDCT0045,No,NULL,NULL,NULL,NULL,NULL,3.85,5.55,1.7
2,9.4,14.23,0,0,0:00:00,ORD00057,PRDCT0072,No,NULL,NULL,NULL,NULL,NULL,18.8,28.46,9.66
2,11.2,16.53,0,0,0:00:00,ORD00057,PRDCT0089,No,NULL,NULL,NULL,NULL,NULL,22.4,33.06,10.66
1,4.35,6,0.3,0,0:00:00,ORD00058,PRDCT0041,No,NULL,NULL,NULL,NULL,NULL,4.35,4.2,-0.15
2,2.23,3.65,0.4,0,0:00:00,ORD00058,PRDCT0042,No,NULL,NULL,NULL,NULL,NULL,4.46,4.38,-0.08
3,4.59,7.11,0,0,0:00:00,ORD00059,PRDCT0066,No,NULL,NULL,NULL,NULL,NULL,13.77,21.33,7.56
4,2.23,3.34,0,0,0:00:00,ORD00059,PRDCT0067,No,NULL,NULL,NULL,NULL,NULL,8.92,13.36,4.44
3,9.43,12.21,0.05,0,0:00:00,ORD00059,PRDCT0064,No,NULL,NULL,NULL,NULL,NULL,28.29,34.7985,6.5085
2,9.08,12.83,0.15,1,12:32:07,ORD00059,PRDCT0082,Yes,4/1/2023,2023,4,April,Wrong Product Sent,18.16,21.811,3.651
4,4.49,6.43,0,0,0:00:00,ORD00059,PRDCT0077,No,NULL,NULL,NULL,NULL,NULL,17.96,25.72,7.76
3,1.33,1.9,0,0,0:00:00,ORD00059,PRDCT0065,No,NULL,NULL,NULL,NULL,NULL,3.99,5.7,1.71
1,11.64,17.97,0,0,0:00:00,ORD00059,PRDCT0076,No,NULL,NULL,NULL,NULL,NULL,11.64,17.97,6.33
3,4.34,6.1,0,0,0:00:00,ORD00059,PRDCT0047,No,NULL,NULL,NULL,NULL,NULL,13.02,18.3,5.28
1,2.39,3.4,0.05,0,0:00:00,ORD00060,PRDCT0014,No,NULL,NULL,NULL,NULL,NULL,2.39,3.23,0.84
2,19.79,30.81,0,0,0:00:00,ORD00060,PRDCT0007,No,NULL,NULL,NULL,NULL,NULL,39.58,61.62,22.04
2,2.51,3.49,0.1,0,0:00:00,ORD00060,PRDCT0085,No,NULL,NULL,NULL,NULL,NULL,5.02,6.282,1.262
3,15.06,22.88,0,0,0:00:00,ORD00061,PRDCT0010,No,NULL,NULL,NULL,NULL,NULL,45.18,68.64,23.46
1,7.34,9.64,0,0,0:00:00,ORD00061,PRDCT0018,No,NULL,NULL,NULL,NULL,NULL,7.34,9.64,2.3
3,9.74,12.6,0,0,0:00:00,ORD00061,PRDCT0004,No,NULL,NULL,NULL,NULL,NULL,29.22,37.8,8.58
3,4.71,7.39,0,0,0:00:00,ORD00061,PRDCT0059,No,NULL,NULL,NULL,NULL,NULL,14.13,22.17,8.04
3,5.27,8.32,0,0,0:00:00,ORD00062,PRDCT0016,No,NULL,NULL,NULL,NULL,NULL,15.81,24.96,9.15
1,10.18,15.03,0,0,0:00:00,ORD00063,PRDCT0089,No,NULL,NULL,NULL,NULL,NULL,10.18,15.03,4.85
1,10.37,14.8,0,0,0:00:00,ORD00063,PRDCT0074,No,NULL,NULL,NULL,NULL,NULL,10.37,14.8,4.43
1,4.01,6.44,0,0,0:00:00,ORD00063,PRDCT0062,No,NULL,NULL,NULL,NULL,NULL,4.01,6.44,2.43
2,3.34,4.65,0,0,0:00:00,ORD00063,PRDCT0085,No,NULL,NULL,NULL,NULL,NULL,6.68,9.3,2.62
2,1.5,2.14,0,0,0:00:00,ORD00064,PRDCT0021,No,NULL,NULL,NULL,NULL,NULL,3,4.28,1.28
2,5.23,6.91,0,0,0:00:00,ORD00064,PRDCT0013,No,NULL,NULL,NULL,NULL,NULL,10.46,13.82,3.36
1,2.4,3.41,0,0,0:00:00,ORD00064,PRDCT0024,No,NULL,NULL,NULL,NULL,NULL,2.4,3.41,1.01
3,2.35,2.98,0.3,0,0:00:00,ORD00065,PRDCT0017,No,NULL,NULL,NULL,NULL,NULL,7.05,6.258,-0.792
